Name,Brand,Model,Year,KM Driven,Fuel,Transmission,Ownership,Price,Location
Tata Zest,Tata,Zest,2015,110349,Diesel,Manual,2,247000,Prathibha degree college The leo store vivek nagar road no 4 Kukutpally Hyderabad
Honda WR-V,Honda,WR-V,2017,105513,Petrol,Manual,1,460000,House no 53 Anjanadri nagar Dammaiguda Hyderabad
Jeep Compass,Jeep,Compass,2021,71752,Diesel,Auto,1,2108000,Alwal Secunderabad Telangana
MG ASTOR,MG,ASTOR,2022,68392,Petrol,Manual,2,900000,Sai Ganga Sindhu Nilayam Sai Ganga Sindhu Nilayam Hyderabad
Hyundai Verna,Hyundai,Verna,2018,111822,Diesel,Manual,2,644000,Gayathri Plaza Gayathri Plaza Manikonda
Landrover DISCOVERY SPORT,Landrover,DISCOVERY SPORT,2020,133734,Diesel,Auto,1,3800000,Kokapet Kokapet
Hyundai Elite i20,Hyundai,Elite i20,2020,59930,Petrol,Manual,2,582000,Kukatpally Housing Board Colony Kukatpally Hyderabad
Hyundai Creta,Hyundai,Creta,2016,206512,Diesel,Manual,1,578000,Himayatnagar Hyderabad Telangana
Audi A6,Audi,A6,2013,85141,Diesel,Auto,2,827000,Hyderabad Nallagandla Telangana
Hyundai Verna,Hyundai,Verna,2022,89673,Diesel,Manual,2,972000,Ashok Nagar Ramachandrapuram Telangana
Hyundai AURA,Hyundai,AURA,2021,27422,Petrol,Auto,2,623000,Hyderabad Telangana India
KIA SELTOS,KIA,SELTOS,2021,58353,Petrol,Manual,1,1292000,Telangana India Near Saibaba temple
Datsun Redi Go,Datsun,Redi Go,2018,94898,Petrol,Manual,1,187000,Loknath Enclave Loknath Enclave Secunderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2013,109855,Petrol,Manual,2,214000,Boduppal Hyderabad Telangana
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2021,19292,Petrol,Auto,1,531000,India Opp IDL Rainbow Vistas Rock Gardens Apartment
Maruti IGNIS,Maruti,IGNIS,2023,9708,Petrol,Auto,2,614000,Smondo Smondo Hyderabad
Nissan Terrano,Nissan,Terrano,2016,58646,Petrol,Manual,2,284000,Telangana India PBEL City
Ford Ecosport,Ford,Ecosport,2016,119669,Diesel,Manual,2,431000,Telangana India Hyderabad
Nissan MAGNITE,Nissan,MAGNITE,2024,1720,Petrol,Manual,1,525000,Jeedimetla Hyderabad Telangana
Tata ALTROZ,Tata,ALTROZ,2021,84294,Petrol,Manual,1,481000,"Upperpally, Attapur, Hyderabad"
Hyundai NEW I20,Hyundai,NEW I20,2022,42433,Petrol,Manual,1,570000,"Kompally, Hyderabad"
Maruti Baleno,Maruti,Baleno,2016,69577,Petrol,Manual,1,399295,"Bachupally, Hyderabad"
Maruti Swift Dzire,Maruti,Swift Dzire,2016,86116,Diesel,Manual,1,414000,"GVK One Mall, Banjara Hills, Hyderabad, Telangana "
Maruti Celerio,Maruti,Celerio,2021,33389,Petrol,Manual,1,337000,"Kompally, Hyderabad"
MG HECTOR PLUS,MG,HECTOR PLUS,2021,84771,Diesel,Manual,1,1210000,"GVK One Mall, Banjara Hills, Hyderabad, Telangana "
Mahindra MARAZZO,Mahindra,MARAZZO,2019,29994,Diesel,Manual,1,577258,"Bachupally, Hyderabad"
Ford New Figo,Ford,New Figo,2019,101901,Petrol,Manual,1,305000,"Kompally, Hyderabad"
Maruti Swift,Maruti,Swift,2016,138068,Diesel,Manual,1,361000,"Bachupally, Hyderabad"
KIA SELTOS,KIA,SELTOS,2021,18210,Petrol,Manual,2,842800,"Kompally, Hyderabad"
Hyundai Grand i10,Hyundai,Grand i10,2014,40965,Petrol,Manual,2,256000,"Bachupally, Hyderabad"
Maruti New Wagon-R,Maruti,New Wagon-R,2023,39726,Petrol,Manual,1,528000,"Kompally, Hyderabad"
Maruti XL6,Maruti,XL6,2022,25129,Petrol,Auto,1,959000,"Kompally, Hyderabad"
Tata NEXON,Tata,NEXON,2018,104000,Diesel,Auto,1,481000,"Upperpally, Attapur, Hyderabad"
Maruti XL6,Maruti,XL6,2021,60390,Petrol,Auto,1,793775,"Kompally, Hyderabad"
Hyundai Elite i20,Hyundai,Elite i20,2019,90928,Petrol,Manual,1,492000,"Upperpally, Attapur, Hyderabad"
Ford Ecosport,Ford,Ecosport,2015,94762,Diesel,Manual,2,420000,"Kompally, Hyderabad"
Volkswagen Ameo,Volkswagen,Ameo,2018,109907,Diesel,Auto,1,411185,"Bachupally, Hyderabad"
Maruti S Cross,Maruti,S Cross,2021,27323,Petrol,Manual,1,710000,"Upperpally, Attapur, Hyderabad"
Hyundai VENUE,Hyundai,VENUE,2020,67336,Diesel,Manual,1,750000,"Bachupally, Hyderabad"
Renault Kwid,Renault,Kwid,2022,45071,Petrol,Auto,1,385806,"Kompally, Hyderabad"
Hyundai Grand i10,Hyundai,Grand i10,2018,67500,Petrol,Manual,1,398000,"GVK One Mall, Banjara Hills, Hyderabad, Telangana "
Maruti Baleno,Maruti,Baleno,2019,56960,Petrol,Manual,1,477000,"Upperpally, Attapur, Hyderabad"
Toyota Glanza,Toyota,Glanza,2021,51329,Petrol,Manual,1,550760,"GVK One Mall, Banjara Hills, Hyderabad, Telangana "
Volkswagen Polo,Volkswagen,Polo,2021,79997,Petrol,Manual,1,675000,"Bachupally, Hyderabad"
Hyundai Xcent,Hyundai,Xcent,2015,79667,Petrol,Manual,1,286000,"Upperpally, Attapur, Hyderabad"
Ford Ecosport,Ford,Ecosport,2019,67822,Petrol,Auto,1,636815,"Kompally, Hyderabad"
Honda Amaze,Honda,Amaze,2013,137552,Diesel,Manual,2,240000,"Bachupally, Hyderabad"
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2022,90205,Petrol,Manual,1,480000,"GVK One Mall, Banjara Hills, Hyderabad, Telangana "
Datsun Go,Datsun,Go,2017,16584,Petrol,Manual,1,240000,"Kompally, Hyderabad"
Tata Tiago,Tata,Tiago,2018,75356,Petrol,Manual,1,369459,"Upperpally, Attapur, Hyderabad"
Hyundai Creta,Hyundai,Creta,2016,107738,Diesel,Auto,1,740440,"Upperpally, Attapur, Hyderabad"
Mahindra TUV300,Mahindra,TUV300,2017,123272,Diesel,Manual,1,499190,"Kompally, Hyderabad"
Honda Amaze,Honda,Amaze,2022,18143,Petrol,Auto,1,720000,"GVK One Mall, Banjara Hills, Hyderabad, Telangana "
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2020,72491,Petrol,Manual,1,445000,"Upperpally, Attapur, Hyderabad"
Hyundai Grand i10,Hyundai,Grand i10,2016,80179,Petrol,Auto,1,320000,"Kompally, Hyderabad"
Hyundai NEW I20 N LINE,Hyundai,NEW I20 N LINE,2022,56053,Petrol,Manual,1,823000,"Bachupally, Hyderabad"
Maruti Swift,Maruti,Swift,2015,65429,Petrol,Manual,1,372000,"Bachupally, Hyderabad"
Hyundai i10,Hyundai,i10,2013,21592,Petrol,Auto,1,296000,"Upperpally, Attapur, Hyderabad"
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2021,73516,Petrol,Auto,1,627000,"Upperpally, Attapur, Hyderabad"
